日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,sector
2023-09-15,1665.81,1685.88,1704.96,1663.13,54535984,1330224753597.78,2.52,0.89,14.88,0.98,Securities
2023-09-18,1733.47,1729.69,1737.39,1714.59,107239462,1584777125531.96,1.33,2.6,43.81,4.58,Securities
2023-09-19,1706.75,1702.66,1710.92,1701.08,54110308,1336828350965.11,0.58,-1.56,-27.03,4.99,Securities
2023-09-20,1671.49,1679.03,1692.82,1669.28,156566671,3404288898961.47,1.41,-1.39,-23.63,1.24,Securities
2023-09-21,1564.97,1578.35,1592.2,1544.27,81367295,1323817368682.68,3.1,-6.0,-100.68,0.75,Securities
2023-09-22,1635.8,1620.01,1645.7,1605.82,77778770,1352671542484.88,2.48,2.64,41.66,1.98,Securities
2023-09-25,1680.83,1675.4,1687.39,1662.4,61577116,1360315196729.88,1.5,3.42,55.38,2.58,Securities
2023-09-26,1653.01,1655.51,1667.95,1651.7,63455973,1282717556403.27,0.98,-1.19,-19.89,1.42,Securities
2023-09-27,1634.4,1646.76,1656.08,1617.65,57557107,1203882452065.61,2.38,-0.53,-8.75,1.86,Securities
2023-09-28,1611.16,1619.94,1629.91,1598.03,56449969,980677224664.96,1.99,-1.63,-26.82,1.4,Securities
2023-09-29,1648.11,1634.07,1657.24,1633.57,85620352,1597021041056.97,1.45,0.87,14.12,3.98,Securities
2023-10-09,1676.52,1675.0,1678.25,1669.65,41123257,1028333751599.29,0.52,2.5,40.93,3.71,Securities
2023-10-10,1605.42,1611.28,1611.49,1592.04,38341870,586747300296.53,1.22,-3.8,-63.72,3.36,Securities
2023-10-11,1631.75,1626.27,1659.28,1616.62,37445701,665299260857.07,2.64,0.93,15.0,2.24,Securities
2023-10-12,1608.17,1616.86,1637.8,1599.42,182603423,2965073946836.46,2.4,-0.58,-9.41,4.59,Securities
2023-10-13,1637.44,1621.38,1642.29,1610.04,85597912,1853608005333.67,2.0,0.28,4.52,4.86,Securities
2023-10-16,1652.87,1638.24,1663.59,1608.37,76457539,1671926801711.61,3.43,1.04,16.86,1.28,Securities
2023-10-17,1626.92,1631.95,1647.13,1624.72,38695840,634472150500.42,1.38,-0.38,-6.29,1.5,Securities
2023-10-18,1621.96,1628.72,1642.58,1620.78,89672181,1251617063318.55,1.34,-0.2,-3.23,2.87,Securities
2023-10-19,1593.53,1621.55,1631.81,1577.59,61942328,811576599079.9,3.44,-0.44,-7.17,0.91,Securities
2023-10-20,1640.45,1656.65,1683.18,1635.26,73081401,1330820832944.7,2.93,2.16,35.1,2.46,Securities
2023-10-23,1657.62,1672.41,1673.63,1638.16,40293061,732648963464.68,2.17,0.95,15.76,3.12,Securities
2023-10-24,1682.52,1681.02,1692.13,1670.71,71138157,1784055127488.86,1.28,0.52,8.62,2.85,Securities
2023-10-25,1631.01,1634.52,1642.93,1614.67,53121018,980163660117.78,1.75,-2.77,-46.5,1.99,Securities
2023-10-26,1607.01,1621.4,1656.39,1599.53,44776518,711118929895.66,3.56,-0.8,-13.12,2.94,Securities
2023-10-27,1650.88,1653.94,1682.82,1639.58,94778501,2232020818871.6,2.64,2.01,32.54,4.81,Securities
2023-10-30,1661.33,1655.81,1661.51,1634.56,30436286,576411917623.91,1.65,0.11,1.87,1.43,Securities
2023-10-31,1686.19,1680.33,1691.92,1676.86,87084383,1784392383495.83,0.9,1.48,24.52,3.45,Securities
2023-11-01,1724.25,1746.14,1767.03,1694.13,92455967,1399643928604.3,4.3,3.92,65.81,0.7,Securities
2023-11-02,1785.05,1786.56,1788.88,1780.86,42294946,807040120192.94,0.45,2.31,40.42,0.8,Securities
2023-11-03,1774.41,1790.76,1801.11,1767.54,43568099,1139839273439.57,1.9,0.23,4.2,2.98,Securities
2023-11-06,1781.71,1771.17,1795.41,1763.05,58731522,1261443027125.34,1.84,-1.09,-19.59,0.97,Securities
2023-11-07,1680.85,1672.2,1682.01,1656.74,75603875,1316271688970.7,1.53,-5.59,-98.97,0.6,Securities
2023-11-08,1656.63,1666.5,1669.19,1644.29,60828713,1254943809684.39,1.51,-0.34,-5.69,1.27,Securities
2023-11-09,1646.68,1655.05,1667.2,1645.19,81554431,1940005546974.72,1.34,-0.69,-11.45,3.04,Securities
2023-11-10,1664.68,1669.76,1695.0,1657.51,158535614,2625443787331.3,2.26,0.89,14.71,3.67,Securities
2023-11-13,1639.86,1664.61,1668.07,1639.25,50939113,978165028501.48,1.76,-0.31,-5.15,1.41,Securities
2023-11-14,1657.04,1653.38,1670.24,1615.01,27851851,677427794575.82,3.42,-0.67,-11.23,3.51,Securities
2023-11-15,1586.29,1589.15,1592.31,1570.18,99231076,1451842146065.36,1.41,-3.88,-64.23,1.32,Securities
2023-11-16,1566.73,1556.76,1586.53,1540.84,152344854,3092069474362.38,2.97,-2.04,-32.39,3.26,Securities
2023-11-17,1562.15,1573.55,1583.3,1556.16,79907812,1546764492057.76,1.74,1.08,16.79,2.35,Securities
2023-11-20,1626.75,1633.43,1648.59,1624.37,38115274,794277298933.03,1.49,3.8,59.87,3.44,Securities
2023-11-21,1614.2,1630.41,1631.38,1580.17,61716002,1052364813830.02,3.24,-0.18,-3.01,4.98,Securities
2023-11-22,1631.77,1642.66,1643.85,1622.02,37533268,628699575198.06,1.35,0.75,12.25,4.72,Securities
2023-11-23,1664.49,1677.57,1688.94,1657.45,90551358,1942804803910.77,1.9,2.13,34.91,0.52,Securities
2023-11-24,1658.98,1648.15,1670.3,1620.96,33409631,523593546694.19,3.04,-1.75,-29.42,4.48,Securities
2023-11-27,1654.29,1661.94,1681.95,1637.44,56510420,1027227267361.19,2.72,0.84,13.79,0.8,Securities
2023-11-28,1636.71,1635.37,1665.04,1606.86,39738501,605499444550.13,3.62,-1.6,-26.58,4.79,Securities
2023-11-29,1662.79,1666.97,1667.55,1662.22,69958470,939731409432.1,0.32,1.93,31.61,1.77,Securities
2023-11-30,1659.01,1673.03,1691.43,1647.06,54670190,1352799761762.94,2.69,0.36,6.05,2.22,Securities
2023-12-01,1682.64,1684.51,1700.18,1666.25,71727232,1331729377015.53,2.04,0.69,11.49,0.91,Securities
2023-12-04,1662.56,1656.02,1678.3,1649.97,66397852,1625748004749.72,1.72,-1.69,-28.5,1.01,Securities
2023-12-05,1668.86,1682.27,1697.78,1654.71,40091323,605804598579.71,2.6,1.59,26.26,3.77,Securities
2023-12-06,1769.33,1759.93,1782.77,1730.01,89830806,1914792070368.45,3.05,4.62,77.66,4.75,Securities
2023-12-07,1711.78,1721.44,1721.67,1685.32,64078354,1037635565122.48,2.16,-2.19,-38.5,3.25,Securities
2023-12-08,1703.64,1709.08,1753.52,1684.61,40053855,926237497875.46,4.09,-0.72,-12.35,3.72,Securities
2023-12-11,1724.32,1718.31,1734.06,1704.87,201331483,4665441687407.87,1.71,0.54,9.22,3.93,Securities
2023-12-12,1740.89,1748.55,1758.18,1738.45,83321325,1280373081488.11,1.14,1.76,30.24,1.68,Securities
2023-12-13,1727.98,1727.55,1742.85,1712.13,60816380,1511278017899.99,1.79,-1.2,-21.0,0.7,Securities
2023-12-14,1617.03,1620.4,1622.14,1612.21,133231964,2021235727237.08,0.62,-6.2,-107.15,0.51,Securities
2023-12-15,1670.76,1669.33,1676.92,1665.92,164909567,3383536925438.88,0.66,3.02,48.94,2.08,Securities
2023-12-18,1671.09,1697.77,1710.09,1670.93,61057419,1544493037459.73,2.34,1.7,28.43,1.59,Securities
2023-12-19,1613.45,1633.17,1648.39,1597.26,78115475,1808618948271.96,3.2,-3.8,-64.59,0.78,Securities
2023-12-20,1618.39,1611.83,1628.58,1595.09,40064394,949022663344.5,2.1,-1.31,-21.34,1.31,Securities
2023-12-21,1679.34,1667.93,1695.92,1661.78,61001171,1057968698554.76,2.05,3.48,56.09,1.06,Securities
2023-12-22,1711.21,1721.55,1731.57,1711.0,59439451,894248645862.53,1.2,3.22,53.63,4.62,Securities
2023-12-25,1754.79,1757.62,1765.58,1749.64,72017054,1179513226328.62,0.91,2.1,36.07,1.13,Securities
2023-12-26,1754.74,1751.34,1761.8,1737.69,77545873,1562273212863.42,1.39,-0.36,-6.28,2.92,Securities
2023-12-27,1763.09,1755.06,1768.35,1741.48,86869211,2066239239087.52,1.54,0.21,3.72,3.17,Securities
2023-12-28,1727.1,1750.53,1757.56,1712.72,73944201,1171585747678.85,2.62,-0.26,-4.53,2.95,Securities
2023-12-29,1784.01,1794.51,1842.59,1781.15,35841918,811579256779.09,3.45,2.51,43.98,0.95,Securities
2024-01-04,1756.6,1760.47,1776.29,1752.26,41069094,742170795538.64,1.37,-1.9,-34.04,1.93,Securities
2024-01-05,1737.81,1729.79,1759.78,1725.63,49963144,897824700527.94,1.98,-1.74,-30.68,0.73,Securities
2024-01-08,1797.92,1768.75,1814.53,1759.65,57018121,1274092251247.64,3.12,2.25,38.97,2.28,Securities
2024-01-09,1764.9,1767.56,1782.68,1760.53,111038455,2211728775870.88,1.26,-0.07,-1.2,1.35,Securities
2024-01-10,1804.77,1821.69,1828.91,1775.67,36708926,915095857227.76,3.0,3.06,54.13,3.03,Securities
2024-01-11,1800.09,1795.32,1812.07,1771.15,54914746,896321915402.15,2.31,-1.45,-26.37,3.62,Securities
2024-01-12,1809.34,1793.7,1812.9,1791.77,105741156,2566136867944.36,1.18,-0.09,-1.62,2.89,Securities
2024-01-15,1759.09,1757.84,1789.22,1743.78,56517521,839460731920.92,2.61,-2.0,-35.86,2.45,Securities
2024-01-16,1748.13,1758.65,1775.95,1738.83,82656814,1360374627184.13,2.13,0.05,0.81,2.24,Securities
2024-01-17,1712.73,1701.97,1735.93,1677.75,61234969,1312449847647.91,3.47,-3.22,-56.68,4.29,Securities
2024-01-18,1691.6,1684.22,1705.42,1679.09,74655266,1758354913440.69,1.57,-1.04,-17.75,1.49,Securities
2024-01-19,1620.46,1631.51,1649.36,1611.48,58571789,933507858357.81,2.35,-3.13,-52.71,3.8,Securities
2024-01-22,1661.08,1656.91,1666.27,1646.2,91654143,1562716970573.46,1.22,1.56,25.4,3.91,Securities
2024-01-23,1694.61,1683.53,1721.59,1662.1,30324659,600367894853.89,3.58,1.61,26.62,2.39,Securities
2024-01-24,1632.58,1619.95,1641.71,1613.32,54753069,840937618839.09,1.76,-3.78,-63.58,1.84,Securities
2024-01-25,1667.24,1667.97,1669.7,1651.33,76155384,1737459285108.01,1.11,2.96,48.02,2.62,Securities
2024-01-26,1755.96,1760.11,1767.17,1755.57,85741509,2024592195439.23,0.66,5.52,92.14,0.92,Securities
2024-01-29,1776.7,1762.42,1780.53,1752.69,138513217,2201231755918.11,1.59,0.13,2.31,0.71,Securities
2024-01-30,1724.21,1738.09,1745.35,1698.95,53999625,1055585709189.19,2.73,-1.38,-24.33,1.0,Securities
2024-01-31,1851.96,1846.61,1863.49,1842.33,137583406,3410494083748.54,1.15,6.24,108.52,1.34,Securities
2024-02-01,1777.37,1793.58,1812.18,1768.63,47227555,877670691180.95,2.46,-2.87,-53.03,2.77,Securities
2024-02-02,1807.54,1794.91,1814.03,1787.53,127588807,2847007723119.69,1.48,0.07,1.33,4.32,Securities
2024-02-05,1847.57,1850.73,1873.13,1838.72,98812390,1527275429552.58,1.87,3.11,55.81,1.56,Securities
2024-02-06,1922.01,1906.05,1930.02,1897.59,41585857,971850202874.72,1.71,2.99,55.32,4.71,Securities
2024-02-07,1927.94,1921.71,1977.87,1896.0,76554971,1334133200998.58,4.32,0.82,15.66,4.8,Securities
2024-02-08,1885.85,1901.2,1913.32,1870.48,63999260,1680835335786.28,2.29,-1.07,-20.5,4.82,Securities
2024-02-09,1879.49,1861.99,1918.68,1855.66,89772773,1753154003014.89,3.4,-2.06,-39.21,4.27,Securities
2024-02-12,1867.47,1848.54,1890.4,1845.58,58724302,1082382847449.6,2.43,-0.72,-13.44,2.14,Securities
2024-02-13,1818.68,1808.15,1822.55,1791.66,56309672,1413843039294.25,1.72,-2.19,-40.4,0.83,Securities
2024-02-14,1801.49,1810.59,1815.4,1794.58,130195443,1968591473102.77,1.16,0.14,2.44,3.06,Securities
2024-02-15,1785.05,1788.66,1789.24,1773.08,62497652,1204648393674.96,0.91,-1.21,-21.93,3.01,Securities
2024-02-16,1732.07,1730.41,1758.56,1728.25,99255824,1818869455802.05,1.75,-3.26,-58.25,4.32,Securities
2024-02-19,1770.45,1778.71,1778.99,1756.77,58663263,1042781440092.74,1.26,2.79,48.3,4.98,Securities
2024-02-20,1779.42,1759.77,1798.38,1747.52,151081748,3823800605030.59,2.91,-1.06,-18.94,2.79,Securities
2024-02-21,1712.83,1711.2,1721.87,1710.87,46773749,1061040340407.58,0.64,-2.76,-48.57,2.05,Securities
2024-02-22,1674.95,1705.38,1711.56,1648.89,48299329,695806326616.04,3.8,-0.34,-5.82,1.34,Securities
2024-02-23,1712.28,1708.46,1725.11,1663.46,140716613,3125982338438.27,3.71,0.18,3.08,0.52,Securities
2024-02-26,1639.55,1643.33,1656.48,1614.36,52563199,1009858830802.76,2.61,-3.81,-65.13,2.79,Securities
2024-02-27,1654.99,1655.81,1662.39,1644.47,146207463,3463381380364.54,1.09,0.76,12.48,3.0,Securities
2024-02-28,1614.22,1618.16,1632.66,1603.52,102556075,1691155295549.88,1.82,-2.27,-37.65,4.21,Securities
2024-02-29,1688.5,1679.56,1700.72,1677.88,60774153,1226837276045.71,1.36,3.79,61.4,2.77,Securities
2024-03-01,1711.98,1699.42,1731.38,1691.3,26518502,518498653629.22,2.37,1.18,19.86,4.62,Securities
2024-03-04,1688.13,1684.98,1701.5,1666.24,65028802,1252074166840.71,2.12,-0.85,-14.44,3.33,Securities
2024-03-05,1654.15,1657.86,1678.57,1650.33,69082709,1281900476301.64,1.71,-1.61,-27.12,4.28,Securities
2024-03-06,1654.08,1654.53,1667.86,1642.67,117695209,1838139990546.19,1.53,-0.2,-3.33,1.17,Securities
2024-03-07,1677.55,1677.33,1679.42,1670.38,145287280,3238702163843.52,0.54,1.38,22.8,4.35,Securities
2024-03-08,1668.02,1676.9,1684.32,1651.56,46618425,872373989680.0,1.98,-0.03,-0.44,3.54,Securities
2024-03-11,1675.77,1669.39,1693.15,1645.88,98011059,2406764320250.43,2.87,-0.45,-7.51,1.27,Securities
2024-03-12,1677.11,1672.03,1696.46,1649.54,96273251,1581655789016.54,2.84,0.16,2.64,1.35,Securities
2024-03-13,1667.1,1650.32,1679.78,1639.33,112302462,2368435853757.41,2.47,-1.3,-21.71,4.67,Securities
2024-03-14,1651.93,1638.36,1656.38,1634.71,84253861,2013283527072.99,1.33,-0.73,-11.97,0.64,Securities
2024-03-15,1556.59,1563.67,1566.85,1512.19,24859515,491505693714.48,3.61,-4.56,-74.69,2.58,Securities
2024-03-18,1606.28,1597.63,1623.13,1593.46,60750676,1368401874287.25,1.86,2.17,33.97,1.91,Securities
2024-03-19,1598.52,1608.61,1636.13,1598.49,36841895,817396333920.03,2.35,0.69,10.98,3.49,Securities
2024-03-20,1588.99,1581.72,1599.61,1579.78,59334240,987383871031.69,1.26,-1.67,-26.89,4.28,Securities
2024-03-21,1642.65,1648.27,1657.9,1641.87,107178059,2155387141663.65,0.98,4.21,66.55,2.12,Securities
2024-03-22,1640.76,1651.92,1667.32,1621.62,76482722,1148945546781.9,2.82,0.22,3.65,2.42,Securities
2024-03-25,1617.75,1614.76,1625.65,1606.84,116575003,2211580640616.25,1.17,-2.25,-37.16,4.92,Securities
2024-03-26,1616.63,1645.68,1660.71,1607.64,77895361,1232293129028.94,3.3,1.91,30.92,4.03,Securities
2024-03-27,1641.4,1660.59,1671.75,1631.54,34306212,752333757726.65,2.46,0.91,14.91,4.54,Securities
2024-03-28,1673.54,1675.5,1700.98,1659.6,18616828,364839976170.54,2.49,0.9,14.91,2.47,Securities
2024-03-29,1661.21,1660.31,1668.07,1651.48,70731698,1277542623931.61,1.0,-0.91,-15.19,1.55,Securities
2024-04-01,1673.17,1677.26,1696.24,1667.14,58999337,977854424265.08,1.75,1.02,16.95,2.35,Securities
2024-04-02,1650.72,1668.11,1675.53,1649.69,40286505,1007419885334.41,1.57,-0.55,-9.16,3.72,Securities
2024-04-03,1679.89,1689.01,1692.11,1678.54,28055251,402870665033.51,0.81,1.25,20.9,0.99,Securities
2024-04-04,1622.91,1618.73,1623.74,1617.2,45472958,611312770017.87,0.4,-4.16,-70.28,1.72,Securities
2024-04-08,1609.92,1603.77,1615.5,1589.68,59575457,909665334030.89,1.62,-0.92,-14.97,0.71,Securities
2024-04-09,1664.83,1665.01,1692.98,1655.4,91599732,2256832149541.57,2.27,3.82,61.24,2.45,Securities
2024-04-10,1649.91,1637.41,1656.74,1607.48,72154163,1755019095933.0,3.06,-1.66,-27.6,4.22,Securities
2024-04-11,1620.39,1616.15,1648.51,1584.77,146719568,2984044724593.53,4.02,-1.3,-21.26,0.61,Securities
2024-04-12,1592.81,1600.71,1607.25,1591.69,39122095,886788557570.81,0.98,-0.96,-15.44,3.54,Securities
2024-04-15,1555.52,1558.41,1566.76,1503.0,102004699,1509805503226.68,4.24,-2.64,-42.3,4.7,Securities
2024-04-16,1469.43,1483.16,1490.64,1453.44,67231293,1476210520277.58,2.56,-4.83,-75.24,1.57,Securities
2024-04-17,1475.03,1476.08,1481.24,1468.02,92927907,1234455815103.36,0.9,-0.48,-7.08,3.62,Securities
2024-04-18,1491.81,1480.94,1504.04,1470.49,52785261,680710172136.0,2.28,0.33,4.85,4.89,Securities
2024-04-19,1486.37,1479.67,1491.54,1474.48,112205232,1458627600038.14,1.16,-0.09,-1.27,4.83,Securities
2024-04-22,1489.05,1475.4,1493.15,1469.6,76104075,1348743849938.03,1.6,-0.29,-4.27,1.56,Securities
2024-04-23,1474.29,1477.24,1487.59,1466.34,46747788,929988017507.47,1.45,0.12,1.84,0.95,Securities
2024-04-24,1524.35,1510.93,1527.69,1490.19,65266404,1042007467695.05,2.52,2.28,33.68,1.17,Securities
2024-04-25,1503.13,1505.05,1509.21,1488.87,58248102,1301428483043.98,1.37,-0.39,-5.88,3.66,Securities
2024-04-26,1500.93,1486.49,1505.1,1482.0,83854119,1376235649575.85,1.56,-1.23,-18.56,3.77,Securities
2024-04-29,1477.53,1477.74,1481.83,1469.43,36401175,486982863072.49,0.84,-0.59,-8.75,3.53,Securities
2024-04-30,1504.01,1497.02,1509.82,1488.57,64703389,1090841442354.39,1.43,1.3,19.28,2.01,Securities
2024-05-06,1559.01,1543.98,1570.44,1533.28,80009315,1575440631572.36,2.42,3.14,46.95,1.26,Securities
2024-05-07,1521.16,1523.1,1540.3,1508.06,66753123,1405671653552.39,2.14,-1.35,-20.87,3.11,Securities
2024-05-08,1529.07,1526.87,1530.12,1520.07,128761269,2204181680029.83,0.66,0.25,3.77,2.68,Securities
2024-05-09,1551.79,1538.7,1569.65,1535.45,96689114,1808400852089.02,2.23,0.77,11.82,3.78,Securities
2024-05-10,1504.24,1505.56,1510.13,1484.57,65414833,972195034149.16,1.72,-2.15,-33.14,2.49,Securities
2024-05-13,1493.55,1506.69,1507.27,1466.64,73173548,1380481619369.72,2.77,0.07,1.13,2.02,Securities
2024-05-14,1479.19,1458.56,1503.08,1455.72,76120850,1654495755557.05,3.25,-3.19,-48.13,1.82,Securities
2024-05-15,1397.88,1402.23,1419.36,1381.49,80329686,939802320130.86,2.74,-3.86,-56.33,1.45,Securities
2024-05-16,1415.44,1413.96,1417.22,1393.4,26355064,529377012937.9,1.71,0.84,11.73,1.7,Securities
2024-05-17,1413.15,1402.45,1417.89,1390.51,56470947,945298695766.74,1.97,-0.81,-11.52,0.93,Securities
2024-05-20,1403.45,1409.11,1426.04,1396.72,31257830,430092031475.61,2.1,0.48,6.66,2.06,Securities
2024-05-21,1399.6,1408.98,1416.79,1394.07,124415891,2574129343013.89,1.63,-0.01,-0.13,0.66,Securities
2024-05-22,1381.44,1379.13,1388.42,1367.95,63692364,999926996906.09,1.5,-2.12,-29.84,1.34,Securities
2024-05-23,1361.86,1378.17,1379.51,1356.11,59609739,847964499103.35,1.72,-0.07,-0.96,3.86,Securities
2024-05-24,1338.65,1341.2,1343.37,1333.55,102810563,1278301489113.79,0.74,-2.68,-36.97,1.96,Securities
2024-05-27,1384.88,1382.64,1394.29,1356.05,81097476,1088902500454.66,2.82,3.09,41.44,3.51,Securities
2024-05-28,1339.42,1341.81,1361.48,1336.52,37343997,692999646905.57,1.87,-2.95,-40.83,3.73,Securities
2024-05-29,1322.82,1336.44,1340.85,1314.26,63372927,1041807735337.18,2.02,-0.4,-5.38,3.12,Securities
2024-05-30,1319.94,1306.19,1328.06,1306.12,55529030,1043926541639.37,1.68,-2.26,-30.24,4.81,Securities
2024-05-31,1323.88,1322.98,1345.72,1301.46,27446070,349444032958.7,3.4,1.28,16.78,0.6,Securities
2024-06-03,1326.13,1313.73,1339.91,1290.09,46495304,540452484525.39,3.86,-0.7,-9.25,3.82,Securities
2024-06-04,1296.9,1299.13,1311.16,1290.29,59902562,625885700263.31,1.62,-1.11,-14.6,4.81,Securities
2024-06-05,1316.22,1323.9,1325.04,1303.98,61992535,948347079053.7,1.61,1.91,24.77,4.38,Securities
2024-06-06,1327.51,1325.16,1330.16,1315.97,31292352,621518641960.12,1.08,0.09,1.25,1.26,Securities
2024-06-07,1338.71,1340.62,1345.34,1327.94,116783551,2014134440120.14,1.31,1.17,15.46,1.97,Securities
2024-06-10,1290.51,1300.62,1326.82,1279.3,62392053,824369075601.93,3.71,-2.98,-39.99,1.28,Securities
2024-06-11,1273.05,1260.82,1292.8,1242.89,66904483,1192601824094.55,4.02,-3.06,-39.81,3.21,Securities
2024-06-12,1258.98,1264.17,1272.87,1248.29,80223000,1366274017202.71,1.97,0.27,3.35,3.7,Securities
2024-06-13,1240.43,1255.68,1265.75,1238.11,44276378,450775059234.39,2.23,-0.67,-8.49,1.93,Securities
2024-06-14,1284.52,1273.36,1284.75,1273.25,82489204,1440922479389.03,0.9,1.41,17.68,2.93,Securities
2024-06-17,1267.27,1271.51,1274.28,1265.33,54650158,702084891055.07,0.71,-0.15,-1.86,3.61,Securities
2024-06-18,1272.5,1277.62,1282.44,1257.51,41938181,484787528980.21,1.98,0.48,6.12,2.4,Securities
2024-06-19,1218.02,1232.38,1232.49,1210.46,87462767,1033066008333.53,1.82,-3.54,-45.25,4.34,Securities
2024-06-20,1298.7,1283.95,1311.66,1268.7,138424682,2004804364880.09,3.39,4.18,51.57,3.97,Securities
2024-06-21,1268.8,1279.69,1291.28,1268.58,94339891,1324857210885.0,1.79,-0.33,-4.25,0.79,Securities
2024-06-24,1300.22,1299.72,1320.75,1295.14,104165212,1356859130449.64,1.98,1.56,20.02,3.3,Securities
2024-06-25,1283.89,1276.2,1289.98,1238.27,50611262,594585483333.88,4.18,-1.81,-23.52,1.56,Securities
2024-06-26,1288.81,1285.23,1292.51,1277.58,29538059,506262523641.15,1.17,0.71,9.03,3.01,Securities
2024-06-27,1248.29,1248.78,1261.64,1243.79,138318390,2578974669782.12,1.44,-2.84,-36.45,4.81,Securities
2024-06-28,1247.4,1261.57,1263.82,1235.81,183414182,3110934065215.88,2.27,1.02,12.79,4.46,Securities
2024-07-01,1245.38,1252.07,1269.23,1224.77,142009339,1790780146834.88,3.63,-0.75,-9.5,2.32,Securities
2024-07-02,1254.8,1253.25,1255.24,1241.94,55511847,675781606643.77,1.07,0.09,1.18,1.81,Securities
2024-07-03,1266.26,1272.87,1288.81,1264.98,36861670,446851278074.38,1.88,1.57,19.62,1.55,Securities
2024-07-04,1240.4,1238.74,1245.43,1223.18,38538128,427588230643.17,1.82,-2.68,-34.13,2.9,Securities
2024-07-05,1225.95,1220.45,1235.92,1208.41,28293247,409509502800.99,2.28,-1.48,-18.28,1.01,Securities
2024-07-08,1240.93,1233.1,1245.86,1230.61,62227693,939042842136.81,1.24,1.04,12.65,2.97,Securities
2024-07-09,1279.95,1290.39,1293.73,1276.31,146544395,2446667902632.94,1.36,4.65,57.29,0.51,Securities
2024-07-10,1305.51,1286.86,1314.39,1283.81,61170076,1004549026134.34,2.38,-0.27,-3.53,1.96,Securities
2024-07-11,1310.58,1303.98,1311.25,1298.03,76374654,1000524266004.09,1.02,1.33,17.12,1.49,Securities
2024-07-12,1301.29,1301.3,1318.64,1281.61,130619422,1752815585348.0,2.89,-0.21,-2.68,4.87,Securities
2024-07-15,1367.06,1357.3,1374.65,1355.04,53647871,929904850380.42,1.45,4.3,55.99,3.77,Securities
2024-07-16,1325.91,1305.53,1346.51,1304.54,181681502,2477726205091.34,3.22,-3.81,-51.77,2.07,Securities
2024-07-17,1296.21,1308.64,1340.8,1270.94,177778189,2207444955666.18,5.5,0.24,3.11,0.92,Securities
2024-07-18,1260.36,1262.23,1263.25,1258.19,61493641,824344347317.74,0.4,-3.55,-46.41,2.83,Securities
2024-07-19,1174.28,1193.01,1201.28,1165.63,49191572,581259276908.48,3.06,-5.48,-69.23,1.46,Securities
2024-07-22,1202.7,1201.17,1221.54,1189.89,93047346,963218902967.39,2.66,0.68,8.17,2.91,Securities
2024-07-23,1208.12,1205.22,1224.1,1197.26,55186975,918600108433.87,2.24,0.34,4.05,4.26,Securities
2024-07-24,1197.72,1198.03,1206.21,1189.36,36826284,616419452326.07,1.42,-0.6,-7.19,3.27,Securities
2024-07-25,1190.42,1195.59,1200.68,1174.95,124600020,1420915898887.83,2.19,-0.2,-2.44,3.35,Securities
2024-07-26,1260.16,1277.44,1291.35,1248.43,120628205,1302630812426.7,3.44,6.85,81.85,2.93,Securities
2024-07-29,1273.7,1270.57,1276.55,1264.62,70969147,1187715674623.92,0.94,-0.54,-6.87,4.67,Securities
2024-07-30,1297.55,1285.21,1302.78,1280.81,34919906,425487859884.03,1.72,1.15,14.64,4.69,Securities
2024-07-31,1262.29,1267.23,1272.53,1249.81,35506874,483883910975.75,1.82,-1.4,-17.97,2.81,Securities
2024-08-01,1279.55,1275.84,1291.52,1271.6,69276385,746767908937.47,1.57,0.68,8.61,1.88,Securities
2024-08-02,1256.4,1269.54,1280.95,1229.2,51139332,622219139501.56,4.21,-0.49,-6.3,2.57,Securities
2024-08-05,1262.25,1258.46,1273.98,1249.8,55364742,944105820242.98,1.93,-0.87,-11.08,1.34,Securities
2024-08-06,1305.79,1309.19,1321.29,1295.86,109450349,1953173655110.11,1.96,4.03,50.74,3.36,Securities
2024-08-07,1336.73,1343.49,1354.24,1323.37,94734581,1202696438384.94,2.33,2.62,34.3,2.75,Securities
2024-08-08,1341.17,1347.93,1356.94,1337.43,130785788,1824854831487.35,1.46,0.33,4.44,0.96,Securities
2024-08-09,1276.68,1280.01,1286.96,1261.24,40011936,457850686368.58,2.04,-5.04,-67.93,1.39,Securities
2024-08-12,1273.43,1270.23,1288.54,1261.21,55306677,598491467366.7,2.17,-0.76,-9.78,2.66,Securities
2024-08-13,1334.49,1346.14,1353.32,1299.92,95964687,1930654785892.88,4.11,5.98,75.92,4.49,Securities
2024-08-14,1336.21,1339.72,1340.09,1324.4,82148502,1385508442859.92,1.19,-0.48,-6.43,3.05,Securities
2024-08-15,1372.26,1372.63,1386.9,1360.85,141270943,2287144837587.85,1.91,2.46,32.92,3.57,Securities
2024-08-16,1406.31,1416.59,1430.95,1404.44,81025003,1533276564334.72,1.89,3.2,43.96,2.03,Securities
2024-08-19,1440.72,1423.84,1467.49,1411.01,165429313,3269487096967.86,4.0,0.51,7.25,3.07,Securities
2024-08-20,1390.02,1397.9,1408.48,1382.27,86012990,1640877980283.03,1.9,-1.82,-25.94,2.51,Securities
2024-08-21,1317.57,1323.42,1327.18,1295.47,111672799,1199431337233.05,2.45,-5.33,-74.48,3.47,Securities
2024-08-22,1335.06,1343.74,1348.08,1334.02,55853487,698562014171.53,1.05,1.54,20.32,0.73,Securities
