日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,index_name,index_code
2026-01-15,5464.48,5446.44,5480.35,5427.81,81002923,4338248449624.82,0.97,0.39,21.11,2.16,SSE Composite,0
2026-01-16,5509.41,5514.66,5543.96,5487.79,41686835,2623419001818.22,1.02,1.25,68.22,3.11,SSE Composite,0
2026-01-19,5568.9,5575.02,5586.0,5562.58,140357099,7053054851413.81,0.42,1.09,60.36,3.6,SSE Composite,0
2026-01-20,5590.79,5590.48,5615.56,5582.76,73445971,5559792847469.67,0.59,0.28,15.46,0.56,SSE Composite,0
2026-01-21,5530.57,5547.37,5586.01,5521.0,70477480,3159357263930.72,1.18,-0.77,-43.11,4.44,SSE Composite,0
2026-01-22,5548.02,5538.65,5549.3,5499.89,42569715,2417003476943.37,0.9,-0.16,-8.72,2.14,SSE Composite,0
2026-01-23,5711.78,5707.83,5770.1,5667.04,117843877,7813684067559.03,1.82,3.05,169.19,3.4,SSE Composite,0
2026-01-26,5622.76,5612.61,5638.62,5591.54,64168867,5223193767575.88,0.84,-1.67,-95.22,1.05,SSE Composite,0
2026-01-27,5562.02,5531.83,5563.94,5505.76,50496432,3356007886007.42,1.06,-1.44,-80.78,3.07,SSE Composite,0
2026-01-28,5539.41,5544.01,5547.63,5530.97,38148168,2128542433405.59,0.3,0.22,12.18,3.55,SSE Composite,0
2026-01-29,5593.8,5591.58,5605.16,5552.67,60565475,3544158411138.56,0.95,0.86,47.58,1.21,SSE Composite,0
2026-01-30,5630.04,5650.09,5688.69,5619.71,36584872,2144408971824.47,1.23,1.05,58.5,4.6,SSE Composite,0
2026-02-02,5644.62,5670.19,5703.1,5612.2,78054331,4099460902277.38,1.62,0.36,20.1,3.91,SSE Composite,0
2026-02-03,5567.22,5567.37,5589.23,5519.86,96706176,4853093327894.14,1.26,-1.81,-102.82,2.9,SSE Composite,0
2026-02-04,5555.31,5553.25,5580.92,5535.74,53945601,3404487455302.37,0.82,-0.25,-14.11,1.25,SSE Composite,0
2026-02-05,5449.63,5436.14,5467.56,5420.12,73887437,3973175049447.23,0.88,-2.11,-117.11,4.39,SSE Composite,0
2026-02-06,5473.76,5462.45,5503.92,5444.27,120850507,5705519176273.57,1.1,0.48,26.31,0.81,SSE Composite,0
2026-02-09,5497.9,5492.87,5515.77,5479.67,60224016,3147703582284.62,0.66,0.56,30.42,1.02,SSE Composite,0
2026-02-10,5518.37,5485.1,5525.79,5476.62,62288763,3978656393026.89,0.9,-0.14,-7.77,3.64,SSE Composite,0
2026-02-11,5401.7,5407.78,5416.2,5378.77,65841214,3488713801329.79,0.7,-1.41,-77.32,1.64,SSE Composite,0
2026-02-12,5351.52,5355.17,5369.8,5336.15,52677873,2726261957062.84,0.63,-0.97,-52.6,2.57,SSE Composite,0
2026-02-13,5256.76,5251.4,5259.49,5239.56,55073176,3570196534648.98,0.38,-1.94,-103.77,2.93,SSE Composite,0
2026-02-16,5226.31,5248.68,5282.43,5165.41,44706213,3009585717210.86,2.27,-0.05,-2.72,2.56,SSE Composite,0
2026-02-17,5462.25,5448.76,5494.78,5446.47,81388217,4296606443908.05,0.89,3.81,200.07,0.88,SSE Composite,0
2026-02-18,5444.03,5442.63,5457.39,5398.34,63352141,3897984788619.53,1.09,-0.11,-6.13,3.82,SSE Composite,0
2026-02-19,5417.49,5415.73,5437.94,5379.57,88579837,6405269845131.08,1.09,-0.49,-26.89,1.58,SSE Composite,0
2026-02-20,5440.98,5430.37,5463.12,5429.07,109439343,7624423553942.58,0.63,0.27,14.64,3.82,SSE Composite,0
2026-02-23,5363.19,5355.95,5385.88,5324.14,38828552,1764578833621.85,1.16,-1.37,-74.43,4.39,SSE Composite,0
2026-02-24,5292.58,5284.76,5316.18,5264.89,43211979,2402513334471.82,0.97,-1.33,-71.18,2.91,SSE Composite,0
2026-02-25,5238.68,5246.04,5282.1,5233.85,92798510,6359357101395.97,0.92,-0.73,-38.72,3.68,SSE Composite,0
2026-02-26,5332.24,5302.28,5368.27,5288.64,57818280,2837618633923.51,1.51,1.07,56.24,0.67,SSE Composite,0
2026-02-27,5296.01,5324.03,5333.76,5292.0,68363991,3410961818255.74,0.79,0.41,21.75,0.67,SSE Composite,0
2026-03-02,5301.27,5314.39,5338.05,5250.27,68461799,4515597852302.73,1.67,-0.18,-9.65,1.39,SSE Composite,0
2026-03-03,5352.01,5362.67,5371.58,5305.78,40873434,2188896894751.53,1.24,0.91,48.29,2.11,SSE Composite,0
2026-03-04,5458.96,5473.16,5475.84,5450.99,84564368,4751577809133.76,0.46,2.06,110.49,1.32,SSE Composite,0
2026-03-05,5487.34,5522.06,5545.39,5466.61,74362331,4787865823170.55,1.44,0.89,48.9,3.36,SSE Composite,0
2026-03-06,5487.45,5455.16,5514.27,5448.74,39656370,2867276379618.42,1.2,-1.21,-66.9,1.75,SSE Composite,0
2026-03-09,5344.75,5332.42,5371.97,5325.47,60455092,3703414666504.8,0.87,-2.25,-122.74,4.31,SSE Composite,0
2026-03-10,5209.46,5221.33,5244.03,5177.53,62176504,4627472936622.87,1.28,-2.08,-111.09,3.02,SSE Composite,0
2026-03-11,5289.54,5276.3,5359.17,5253.15,95418123,4403460804690.74,2.02,1.05,54.97,2.2,SSE Composite,0
2026-03-12,5225.83,5228.85,5233.62,5219.92,118043367,8196238066252.8,0.26,-0.9,-47.45,4.52,SSE Composite,0
2026-03-13,5275.19,5280.72,5302.91,5263.17,65385959,4076252023610.11,0.75,0.99,51.87,4.23,SSE Composite,0
2026-03-16,5234.28,5252.43,5290.24,5209.81,28336150,2041522823579.28,1.54,-0.54,-28.29,4.19,SSE Composite,0
2026-03-17,5277.74,5277.42,5285.37,5260.01,94400592,5088934420168.85,0.48,0.48,24.98,3.78,SSE Composite,0
2026-03-18,5310.23,5322.34,5324.52,5298.47,197063453,11930240567677.97,0.49,0.85,44.93,3.26,SSE Composite,0
2026-03-19,5254.42,5272.88,5277.98,5232.31,94013818,6823721008676.44,0.87,-0.93,-49.47,2.15,SSE Composite,0
2026-03-20,5343.78,5325.46,5356.54,5295.65,57287624,4217002940871.52,1.15,1.0,52.59,2.4,SSE Composite,0
2026-03-23,5268.19,5283.84,5326.55,5245.94,80238856,4507609524137.73,1.54,-0.78,-41.63,3.41,SSE Composite,0
2026-03-24,5266.35,5239.85,5280.2,5234.44,97965560,7060977842694.81,0.87,-0.83,-43.98,1.28,SSE Composite,0
2026-03-25,5278.39,5292.01,5303.77,5274.25,69476714,4697656947828.2,0.56,1.0,52.15,4.23,SSE Composite,0
2026-03-26,5303.82,5332.68,5353.64,5294.5,126717078,7342606815701.92,1.12,0.77,40.67,4.72,SSE Composite,0
2026-03-27,5372.78,5362.65,5372.82,5338.9,37274980,2955998173599.36,0.64,0.56,29.97,0.94,SSE Composite,0
2026-03-30,5283.7,5292.22,5323.64,5279.02,53649625,2332805223343.29,0.85,-1.31,-70.43,0.6,SSE Composite,0
2026-03-31,5238.37,5268.35,5274.14,5197.56,82603262,4647165738189.92,1.47,-0.45,-23.86,1.14,SSE Composite,0
2026-04-01,5317.31,5312.44,5318.97,5292.06,93097682,5019288664775.27,0.51,0.84,44.09,3.92,SSE Composite,0
2026-04-02,5432.9,5458.56,5472.94,5389.58,49944940,3966817228841.49,1.55,2.75,146.12,0.99,SSE Composite,0
2026-04-03,5537.8,5577.74,5590.27,5533.04,52359890,2539716683374.87,1.03,2.18,119.18,2.18,SSE Composite,0
2026-04-06,5560.5,5546.98,5561.28,5511.62,47049538,3235187732280.04,0.9,-0.55,-30.76,0.78,SSE Composite,0
2026-04-07,5533.16,5503.66,5587.33,5457.14,45249133,3241549900492.72,2.39,-0.78,-43.32,2.45,SSE Composite,0
2026-04-08,5610.48,5618.46,5618.96,5555.13,85114181,4442211383952.56,1.15,2.09,114.8,3.22,SSE Composite,0
2026-04-09,5684.21,5659.52,5685.28,5605.62,64440195,3300408989785.69,1.42,0.73,41.06,3.33,SSE Composite,0
2026-04-10,5644.57,5628.32,5646.88,5591.43,125602358,5892135529819.87,0.99,-0.55,-31.21,2.84,SSE Composite,0
2026-04-13,5650.98,5637.44,5656.48,5628.9,38003331,1952195056120.87,0.49,0.16,9.12,4.72,SSE Composite,0
2026-04-14,5550.09,5553.48,5561.11,5548.51,60696795,4603653794882.31,0.23,-1.49,-83.95,2.89,SSE Composite,0
2026-04-15,5609.22,5621.28,5631.22,5606.01,94860303,7789352849417.19,0.45,1.22,67.8,4.37,SSE Composite,0
2023-01-04,10466.58,10500.0,10509.02,10337.12,149056884,17899842607365.7,1.66,0.0,0.0,1.66,SZSE Component,1
2023-01-05,10502.23,10529.18,10567.52,10416.94,37269940,5315282799032.59,1.45,0.28,29.18,3.3,SZSE Component,1
2023-01-06,10273.14,10240.18,10280.52,10186.3,122770880,13467799961500.12,0.92,-2.74,-289.0,1.87,SZSE Component,1
2023-01-09,10271.93,10284.93,10379.77,10127.67,61666945,9323177105789.0,2.49,0.44,44.76,1.55,SZSE Component,1
2023-01-10,10095.96,10074.52,10153.66,10066.34,87117880,9805666509523.03,0.87,-2.05,-210.42,0.87,SZSE Component,1
2023-01-11,10025.43,10011.6,10094.81,10007.47,144435239,20880531332467.18,0.87,-0.62,-62.92,2.94,SZSE Component,1
2023-01-12,10033.67,10040.67,10202.04,10007.95,44566525,4996674548610.1,1.94,0.29,29.07,2.27,SZSE Component,1
2023-01-13,9955.76,9898.3,10030.99,9821.97,52080615,5986635207950.41,2.13,-1.42,-142.37,0.9,SZSE Component,1
2023-01-16,9915.03,9976.09,10019.89,9856.52,95698415,14040278700634.38,1.66,0.79,77.8,3.73,SZSE Component,1
2023-01-17,10151.69,10145.96,10207.97,10105.92,54658496,7056433341192.54,1.01,1.7,169.87,3.75,SZSE Component,1
2023-01-18,9976.66,10004.52,10026.32,9910.11,21586445,1953507150425.73,1.17,-1.39,-141.44,1.56,SZSE Component,1
2023-01-19,10104.33,10025.31,10149.88,9982.22,106307798,12991588796812.51,1.68,0.21,20.79,4.8,SZSE Component,1
2023-01-20,9819.15,9827.38,9938.52,9779.54,78979838,7432981548740.43,1.63,-1.97,-197.93,4.0,SZSE Component,1
2023-01-23,9734.88,9645.86,9766.55,9637.62,64898349,6364965939310.17,1.34,-1.85,-181.52,4.12,SZSE Component,1
2023-01-24,9676.01,9695.64,9736.82,9627.74,69899528,9397983813931.56,1.13,0.52,49.78,0.52,SZSE Component,1
2023-01-25,9813.39,9808.25,9845.26,9658.55,201068540,25194001272770.18,1.93,1.16,112.61,4.9,SZSE Component,1
2023-01-26,9623.37,9573.37,9661.96,9554.85,108942605,10437975526405.78,1.12,-2.39,-234.89,4.96,SZSE Component,1
2023-01-27,9843.72,9889.08,9973.92,9795.97,42691809,3391318410148.28,1.82,3.3,315.72,2.78,SZSE Component,1
2023-01-30,9883.52,9812.44,9978.06,9754.76,69827208,8029069083530.26,2.29,-0.78,-76.64,4.93,SZSE Component,1
2023-01-31,9848.2,9846.97,9882.53,9805.99,118803705,11407497629235.48,0.78,0.35,34.52,3.25,SZSE Component,1
2023-02-01,9784.07,9764.78,9844.16,9763.85,117558202,9410946180154.13,0.82,-0.83,-82.18,1.1,SZSE Component,1
2023-02-02,9747.78,9722.3,9822.61,9609.64,30977599,2542799866021.91,2.22,-0.44,-42.48,4.16,SZSE Component,1
2023-02-03,9956.8,9960.44,10155.18,9923.47,51103306,6470933658369.85,2.33,2.45,238.13,3.01,SZSE Component,1
2023-02-06,10162.69,10202.35,10222.29,10124.26,37244942,4141843998560.42,0.97,2.43,241.91,2.04,SZSE Component,1
2023-02-07,9939.47,9934.98,9957.15,9841.51,90407014,8835820244879.88,1.18,-2.62,-267.37,1.56,SZSE Component,1
2023-02-08,9752.3,9847.37,9868.14,9747.6,41718101,5816255422831.33,1.24,-0.88,-87.61,2.84,SZSE Component,1
2023-02-09,10249.34,10314.23,10325.7,10195.86,142854409,20297433670559.7,1.27,4.74,466.87,3.61,SZSE Component,1
2023-02-10,10237.94,10244.83,10287.1,10203.52,125479715,14479217386574.35,0.82,-0.67,-69.4,4.45,SZSE Component,1
2023-02-13,10392.79,10316.17,10473.4,10242.25,58037230,5944775978358.2,2.26,0.7,71.33,3.19,SZSE Component,1
2023-02-14,10582.3,10505.8,10650.58,10443.93,34885939,4233214856372.41,1.98,1.84,189.63,2.37,SZSE Component,1
2023-02-15,10701.4,10651.33,10719.01,10641.52,44256222,6255543481568.4,0.73,1.39,145.53,3.34,SZSE Component,1
2023-02-16,10098.13,10173.29,10219.56,10080.6,82271561,6758725713164.87,1.38,-4.49,-478.04,2.74,SZSE Component,1
2023-02-17,10244.45,10229.68,10273.05,10027.77,100542737,12638418273104.6,2.45,0.55,56.39,3.43,SZSE Component,1
2023-02-20,10474.6,10518.05,10549.62,10431.11,64409585,8787299036891.78,1.14,2.82,288.36,3.24,SZSE Component,1
2023-02-21,10521.7,10525.1,10558.36,10447.57,18182794,2625208809067.09,1.06,0.07,7.05,4.9,SZSE Component,1
2023-02-22,10399.29,10351.87,10412.14,10333.75,92250899,9087772700021.69,0.76,-1.65,-173.23,3.3,SZSE Component,1
2023-02-23,10216.8,10184.64,10270.55,10155.19,23909650,2294865663818.05,1.14,-1.62,-167.22,3.61,SZSE Component,1
2023-02-24,10216.78,10154.24,10314.04,10124.09,22758334,2197719827393.96,1.88,-0.3,-30.4,4.52,SZSE Component,1
2023-02-27,10196.53,10265.97,10285.6,10103.42,108162080,16122874610579.07,1.8,1.1,111.73,4.61,SZSE Component,1
2023-02-28,10689.92,10742.67,10783.44,10638.76,36288569,3503391821888.35,1.36,4.64,476.69,1.13,SZSE Component,1
2023-03-01,10772.34,10695.0,10941.68,10610.93,74425154,10628299031908.92,3.12,-0.44,-47.66,2.54,SZSE Component,1
2023-03-02,10872.15,10793.31,10911.86,10775.19,68748951,11061607475859.5,1.27,0.92,98.3,4.74,SZSE Component,1
2023-03-03,10527.91,10528.73,10561.72,10503.36,43896277,6758802776107.08,0.56,-2.45,-264.58,4.82,SZSE Component,1
2023-03-06,10245.84,10246.99,10251.47,10201.36,72788119,8106920443201.32,0.49,-2.68,-281.74,1.36,SZSE Component,1
2023-03-07,10224.8,10167.57,10333.81,10065.38,49865122,7034954224103.49,2.67,-0.78,-79.42,2.5,SZSE Component,1
2023-03-08,10268.23,10242.06,10304.07,10112.78,67240208,8740009995187.37,1.89,0.73,74.5,1.75,SZSE Component,1
2023-03-09,10259.74,10229.97,10295.82,10176.96,54130088,7796366101596.86,1.17,-0.12,-12.1,4.06,SZSE Component,1
2023-03-10,10195.27,10240.73,10299.11,10145.01,51098823,4776661248868.55,1.52,0.11,10.76,4.33,SZSE Component,1
2023-03-13,10254.06,10197.8,10310.83,10169.18,47212932,6429794455986.12,1.39,-0.42,-42.93,2.61,SZSE Component,1
2023-03-14,10185.54,10195.32,10269.93,10110.38,41899102,5171332349239.67,1.58,-0.02,-2.49,3.54,SZSE Component,1
2023-03-15,10081.59,10149.42,10166.24,10050.24,100559000,12023635709671.27,1.15,-0.45,-45.89,4.41,SZSE Component,1
2023-03-16,9895.03,9932.28,9980.87,9847.47,52354215,6813155214518.44,1.35,-2.14,-217.14,3.69,SZSE Component,1
2023-03-17,9669.45,9697.24,9721.18,9588.05,37288980,3583974005949.81,1.39,-2.37,-235.04,1.2,SZSE Component,1
2023-03-20,9980.41,9910.1,9993.21,9852.67,53517019,4519795673217.46,1.43,2.2,212.86,3.7,SZSE Component,1
2023-03-21,9748.85,9781.55,9805.55,9717.48,50429506,5680031120272.7,0.91,-1.3,-128.55,1.22,SZSE Component,1
2023-03-22,9763.86,9745.86,9794.84,9742.66,53917387,5315110581353.81,0.54,-0.36,-35.69,3.44,SZSE Component,1
2023-03-23,9832.75,9933.37,9960.44,9805.68,93803511,9126679608315.1,1.58,1.92,187.5,2.0,SZSE Component,1
2023-03-24,9936.98,9892.5,9946.93,9819.75,47971329,7113437439062.74,1.3,-0.41,-40.87,0.75,SZSE Component,1
2023-03-27,9995.24,10033.37,10104.4,9985.54,54310100,5114024128174.78,1.19,1.42,140.87,1.52,SZSE Component,1
2023-03-28,9911.37,9892.81,9994.91,9848.7,90564622,8644948473301.17,1.48,-1.4,-140.55,2.61,SZSE Component,1
2023-03-29,10159.99,10140.99,10188.35,10072.77,81978312,8593720654758.88,1.15,2.51,248.17,4.97,SZSE Component,1
2023-03-30,10210.78,10179.85,10235.1,10065.56,46569495,5441861901102.42,1.68,0.38,38.86,1.65,SZSE Component,1
2023-03-31,10193.75,10177.51,10231.87,10174.78,106431726,15255693870993.22,0.56,-0.02,-2.34,4.9,SZSE Component,1
2023-04-03,10246.01,10152.71,10261.58,10063.83,103461325,9700309116638.11,1.96,-0.24,-24.8,2.14,SZSE Component,1
2023-04-04,10289.32,10279.02,10339.6,10188.04,99890384,12641402481695.44,1.49,1.24,126.31,4.82,SZSE Component,1
2023-04-06,10431.31,10319.93,10483.02,10206.99,76383836,8339691432296.1,2.7,0.4,40.91,4.8,SZSE Component,1
2023-04-07,9824.03,9794.05,9939.57,9696.89,60199292,8005753504589.53,2.5,-5.1,-525.88,1.14,SZSE Component,1
2023-04-10,9738.62,9725.79,9873.01,9706.13,38374728,4558252294120.37,1.72,-0.7,-68.25,4.23,SZSE Component,1
2023-04-11,9819.69,9777.84,9830.04,9743.62,32874242,4360532738447.07,0.89,0.54,52.05,2.83,SZSE Component,1
2023-04-12,9637.42,9628.33,9739.83,9609.11,62934432,8474643288603.07,1.36,-1.53,-149.52,3.59,SZSE Component,1
2023-04-13,9573.23,9552.63,9600.13,9434.86,66127883,9086883875834.55,1.75,-0.79,-75.69,3.99,SZSE Component,1
2023-04-14,9511.07,9495.24,9521.87,9475.43,57621352,8190371700316.16,0.49,-0.6,-57.39,1.06,SZSE Component,1
2023-04-17,9751.03,9739.46,9788.91,9659.77,62115084,7460484115165.08,1.34,2.57,244.21,4.1,SZSE Component,1
2023-04-18,9934.57,9834.56,9949.38,9772.76,129839116,15913821303495.05,1.81,0.98,95.11,1.86,SZSE Component,1
2023-04-19,9996.16,9888.3,9998.89,9864.36,148142106,13160503811742.66,1.36,0.55,53.74,3.8,SZSE Component,1
2023-04-20,9721.07,9705.84,9789.3,9656.05,37770048,3202407524214.13,1.38,-1.85,-182.46,3.08,SZSE Component,1
2023-04-21,9659.5,9601.45,9664.47,9581.77,75849162,8311933716699.91,0.86,-1.08,-104.39,3.58,SZSE Component,1
2023-04-24,9790.1,9733.99,9848.54,9666.99,67388465,8432886890954.12,1.88,1.38,132.54,3.3,SZSE Component,1
2023-04-25,9890.35,9838.75,9935.96,9763.14,92016862,8815549027856.35,1.77,1.08,104.75,4.15,SZSE Component,1
2023-04-26,9642.26,9617.1,9664.7,9607.8,156219394,15459663594498.91,0.59,-2.25,-221.65,4.53,SZSE Component,1
2023-04-27,9865.67,9834.35,9975.33,9813.14,196073468,24876220826279.24,1.65,2.26,217.26,2.52,SZSE Component,1
2023-04-28,9727.49,9700.9,9860.36,9691.55,94094496,8654839502430.06,1.74,-1.36,-133.45,2.26,SZSE Component,1
2023-05-04,9724.79,9758.45,9789.57,9697.43,66988759,7615418039930.35,0.95,0.59,57.55,1.59,SZSE Component,1
2023-05-05,10184.01,10187.2,10291.37,10140.45,54773550,6567729887222.95,1.49,4.39,428.75,4.16,SZSE Component,1
2023-05-08,10062.9,10121.04,10143.66,10048.07,227665881,33223726857407.2,0.95,-0.65,-66.16,4.85,SZSE Component,1
2023-05-09,10178.28,10150.2,10184.01,10074.24,44736145,4911298493084.4,1.09,0.29,29.15,1.38,SZSE Component,1
2023-05-10,10082.3,10061.48,10144.3,9889.17,99071724,9443588296953.25,2.58,-0.87,-88.72,2.56,SZSE Component,1
2023-05-11,10125.58,10091.7,10130.15,10058.01,57534689,5351752684852.12,0.72,0.3,30.23,3.97,SZSE Component,1
2023-05-12,10285.44,10323.83,10479.74,10268.55,33621786,3489134724975.9,2.06,2.3,232.13,3.36,SZSE Component,1
2023-05-15,10341.42,10293.76,10358.54,10220.64,154817441,15860751463851.13,1.35,-0.29,-30.07,4.17,SZSE Component,1
2023-05-16,10270.53,10247.35,10369.5,10140.75,27477305,3731185229711.03,2.26,-0.45,-46.41,0.57,SZSE Component,1
2023-05-17,10542.13,10430.33,10568.3,10322.53,22423446,2843107270855.55,2.38,1.79,182.98,4.6,SZSE Component,1
2023-05-18,10261.15,10221.61,10296.96,10138.29,93181318,12169606734221.65,1.57,-2.0,-208.73,0.78,SZSE Component,1
2023-05-19,10207.87,10237.24,10272.57,10193.09,56392083,7165479987700.4,0.78,0.15,15.64,2.5,SZSE Component,1
2023-05-22,10054.51,10120.1,10188.21,9850.88,81474214,9373813201250.12,3.42,-1.14,-117.15,1.74,SZSE Component,1
2023-05-23,10094.15,10083.59,10171.6,10007.74,65426127,9564722843080.42,1.64,-0.36,-36.51,4.68,SZSE Component,1
2023-05-24,9893.32,9942.44,9983.61,9835.04,88658960,12095701764721.15,1.51,-1.4,-141.15,1.74,SZSE Component,1
2023-05-25,9682.88,9717.14,9740.21,9648.23,56635801,5214869232177.56,0.95,-2.27,-225.31,2.18,SZSE Component,1
2023-05-26,9332.24,9375.72,9393.6,9278.54,103090537,10598813356093.12,1.24,-3.51,-341.42,4.5,SZSE Component,1
2023-05-29,9283.71,9309.68,9325.1,9162.99,104586252,9751541841070.49,1.77,-0.7,-66.04,2.92,SZSE Component,1
2023-05-30,9410.82,9345.49,9453.36,9253.32,142443522,17598266696788.92,2.16,0.38,35.82,4.54,SZSE Component,1
2023-05-31,9425.0,9468.96,9530.16,9414.58,123532472,12178227815756.52,1.23,1.32,123.47,3.47,SZSE Component,1
2023-06-01,9249.64,9268.53,9320.41,9205.89,62256631,7202169169221.01,1.24,-2.12,-200.43,0.86,SZSE Component,1
2023-06-02,9229.16,9292.97,9391.98,9163.85,92997211,8681519340893.88,2.49,0.26,24.44,2.46,SZSE Component,1
2023-06-05,9301.17,9377.98,9423.44,9204.58,80896621,6980713061921.73,2.38,0.91,85.01,1.29,SZSE Component,1
2023-06-06,9421.25,9433.9,9480.73,9356.13,81047607,6165944455088.33,1.33,0.6,55.92,0.79,SZSE Component,1
2023-06-07,9484.13,9474.7,9560.21,9455.14,33872560,4801903205161.07,1.11,0.43,40.79,2.18,SZSE Component,1
2023-06-08,9098.28,9148.79,9177.98,9013.94,95688600,8348655886008.29,1.82,-3.44,-325.9,4.59,SZSE Component,1
2023-06-09,9066.51,9133.12,9147.91,9063.72,89019822,11240697313916.11,0.93,-0.17,-15.68,1.03,SZSE Component,1
2023-06-12,9040.97,9122.92,9162.73,9005.28,163143705,20471595344615.02,1.75,-0.11,-10.2,0.53,SZSE Component,1
2023-06-13,9210.78,9204.35,9346.48,9150.94,117599041,10447261809965.34,2.14,0.89,81.43,4.71,SZSE Component,1
2023-06-14,9452.76,9410.53,9511.12,9372.7,70758740,7264350794664.14,1.48,2.24,206.18,2.89,SZSE Component,1
2023-06-15,9309.13,9373.39,9481.37,9287.49,62403023,8102879389237.15,2.09,-0.39,-37.13,3.01,SZSE Component,1
2023-06-16,9294.54,9323.53,9324.5,9244.08,39743704,4753681011910.7,0.87,-0.53,-49.86,4.68,SZSE Component,1
2023-06-19,9393.42,9344.87,9397.16,9337.87,162934177,16123022083243.91,0.64,0.23,21.34,3.65,SZSE Component,1
2023-06-20,9340.41,9350.0,9383.77,9292.46,38543265,5277387183377.38,0.98,0.05,5.13,4.22,SZSE Component,1
2023-06-21,9412.03,9416.56,9464.09,9357.5,25790166,2524812865101.78,1.14,0.71,66.57,3.97,SZSE Component,1
2023-06-22,9515.5,9498.16,9625.35,9402.1,102969142,9275977431933.8,2.37,0.87,81.6,3.25,SZSE Component,1
2023-06-23,9453.14,9473.3,9499.06,9451.03,68577792,5864489533806.27,0.51,-0.26,-24.86,3.6,SZSE Component,1
2023-06-26,9515.21,9550.86,9678.07,9447.6,74940574,9239743025663.12,2.44,0.82,77.57,3.02,SZSE Component,1
2023-06-27,9533.38,9519.34,9534.59,9453.15,72079813,5628530502366.52,0.86,-0.33,-31.52,2.1,SZSE Component,1
2023-06-28,9238.67,9300.33,9326.88,9233.76,38685568,5008573487814.78,1.01,-2.3,-219.01,1.78,SZSE Component,1
2023-06-29,9059.48,9130.14,9225.37,8985.11,78957967,7302359893789.04,2.67,-1.83,-170.19,1.29,SZSE Component,1
2023-06-30,8761.66,8790.86,8847.72,8726.69,55873891,5200929464209.42,1.39,-3.72,-339.27,2.09,SZSE Component,1
2023-07-03,9057.34,9026.49,9097.34,8944.92,52096816,6401445152774.33,1.7,2.68,235.62,3.1,SZSE Component,1
2023-07-04,9265.33,9213.91,9326.39,9191.33,133754558,16882984778413.76,1.47,2.08,187.43,3.14,SZSE Component,1
2023-07-05,9346.94,9368.3,9458.63,9261.75,97517819,9866675524789.26,2.13,1.68,154.38,3.58,SZSE Component,1
2023-07-06,9374.95,9337.73,9435.17,9308.78,20780764,2304631325965.94,1.36,-0.33,-30.56,4.46,SZSE Component,1
2023-07-07,9548.43,9485.52,9621.89,9441.35,73159594,8851050357410.5,1.91,1.58,147.79,3.43,SZSE Component,1
2023-07-10,9625.42,9623.67,9675.35,9571.04,111890116,13804762964525.82,1.09,1.46,138.15,1.27,SZSE Component,1
2023-07-11,9430.41,9401.69,9515.12,9380.46,35216463,3886510856061.06,1.44,-2.31,-221.99,0.62,SZSE Component,1
2023-07-12,9368.49,9285.3,9382.87,9213.68,42634147,5506061788053.39,1.84,-1.24,-116.39,1.39,SZSE Component,1
2023-07-13,9335.32,9367.0,9373.56,9325.11,108269345,14086759242320.79,0.52,0.88,81.71,4.59,SZSE Component,1
2023-07-14,9284.8,9295.58,9332.23,9212.38,52326143,6781223969236.6,1.3,-0.76,-71.43,3.05,SZSE Component,1
2023-07-17,9262.87,9192.25,9342.97,9155.11,24419428,2217203126477.07,2.05,-1.11,-103.33,4.32,SZSE Component,1
2023-07-18,9273.18,9315.22,9326.89,9219.76,119624825,10918599553776.57,1.16,1.34,122.97,1.55,SZSE Component,1
2023-07-19,9200.49,9193.63,9349.76,9076.45,60179780,4967681102139.88,3.01,-1.31,-121.59,3.69,SZSE Component,1
2023-07-20,9531.68,9560.51,9582.4,9483.98,79149668,10431106264477.62,1.04,3.99,366.88,3.79,SZSE Component,1
2023-07-21,9870.48,9806.29,9971.77,9770.82,64061807,5292421936992.94,2.06,2.57,245.78,4.14,SZSE Component,1
2023-07-24,9719.17,9774.76,9800.48,9655.85,115005271,10057917590669.49,1.5,-0.32,-31.53,2.91,SZSE Component,1
2023-07-25,9968.94,9972.15,10029.66,9917.99,37901879,5474219391562.28,1.13,2.02,197.39,4.07,SZSE Component,1
2023-07-26,9953.63,10003.91,10010.76,9865.05,91519096,8126219824082.79,1.48,0.32,31.76,4.71,SZSE Component,1
2023-07-27,9869.38,9939.35,10008.53,9824.7,126955908,11166163394666.68,1.87,-0.65,-64.56,4.81,SZSE Component,1
2023-07-28,10162.47,10255.91,10292.54,10036.71,33441730,4926416761745.62,2.55,3.18,316.56,1.06,SZSE Component,1
2023-07-31,10313.87,10322.03,10354.31,10249.8,45363970,4762426404667.08,1.02,0.64,66.13,3.31,SZSE Component,1
2023-08-01,9975.92,9952.81,10029.45,9871.76,149426887,21073820731871.85,1.6,-3.58,-369.22,1.01,SZSE Component,1
2023-08-02,10028.95,10028.06,10136.0,9980.96,112738490,12033104137317.1,1.55,0.76,75.25,4.65,SZSE Component,1
2023-08-03,10310.81,10299.22,10323.82,10248.2,43590153,4765758703638.93,0.74,2.7,271.15,4.8,SZSE Component,1
2023-08-04,10280.18,10301.66,10326.98,10258.36,35774634,3297045199429.7,0.67,0.02,2.45,2.75,SZSE Component,1
